,rate,votes,approx_cost(for two people),clusters
18215,3.2,503,500,1
18216,3.7,231,500,1
18217,4.0,284,750,1
18218,3.0,178,200,1
18219,3.9,231,800,1
18220,4.0,105,300,1
18221,3.6,131,600,1
18222,3.9,198,300,1
18223,3.2,271,1500,0
18224,4.4,3113,1500,3
18225,4.1,671,450,1
18226,3.7,354,700,1
18227,4.1,426,1000,1
18228,3.6,83,350,1
18229,4.0,136,1000,1
18230,4.4,1184,1200,0
18231,3.8,198,300,1
18232,3.8,62,600,1
18233,4.1,50,200,1
18234,4.0,137,600,1
18235,4.3,178,400,1
18236,4.0,728,800,1
18237,3.8,76,250,1
18238,3.8,121,150,1
18239,4.2,198,1000,1
18240,4.0,511,800,1
18241,3.8,295,350,1
18242,3.9,81,250,1
18243,2.7,135,550,1
18244,3.9,1624,800,3
18245,3.2,61,400,1
18246,3.7,853,650,1
18247,4.2,264,200,1
18248,3.6,82,400,1
18249,2.8,67,300,1
18250,2.4,58,600,1
18251,4.0,501,600,1
18252,3.7,63,200,1
18253,4.2,44,300,1
18254,4.3,1287,1100,0
18255,4.0,395,500,1
18256,3.7,210,600,1
18257,4.1,1143,500,1
18258,4.3,72,400,1
18259,3.4,232,550,1
18260,3.8,210,500,1
18261,3.8,79,400,1
18262,2.6,142,400,1
18263,3.6,98,450,1
18264,3.7,61,300,1
18265,2.8,70,650,1
18266,2.4,229,450,1
18267,2.9,115,800,1
18268,4.1,707,600,1
18269,3.1,142,450,1
18270,3.8,384,800,1
18271,2.8,1878,750,3
18272,3.7,114,400,1
18273,2.6,104,750,1
18274,3.8,374,300,1
18275,3.0,148,600,1
18276,3.7,198,650,1
18277,3.8,585,600,1
18278,3.6,26,250,1
18279,3.9,56,800,1
18280,4.1,48,250,1
18281,4.0,472,700,1
18282,3.6,106,250,1
18283,3.6,82,400,1
18284,3.0,459,500,1
18285,3.6,56,1000,1
18286,3.6,92,350,1
18287,3.6,92,700,1
18288,4.0,561,900,1
18289,3.8,232,300,1
18290,4.1,685,200,1
18291,3.5,129,400,1
18292,3.7,205,350,1
18293,3.5,107,500,1
18294,4.2,116,800,1
18295,3.8,219,500,1
18296,4.0,157,800,1
18297,3.7,49,300,1
18298,3.7,833,700,1
18299,3.1,61,650,1
18300,3.9,228,750,1
18301,3.8,35,150,1
18302,3.5,377,750,1
18303,3.7,128,600,1
18304,3.2,115,500,1
18305,3.7,61,700,1
18306,4.1,825,300,1
18307,3.6,42,300,1
18308,3.9,219,250,1
18309,3.8,60,450,1
18310,4.2,176,1000,1
18311,3.8,49,300,1
18312,3.6,94,700,1
18313,3.8,93,300,1
18314,3.8,54,400,1
18315,3.8,170,500,1
18316,3.6,250,700,1
18317,3.5,180,800,1
18318,3.9,98,500,1
18319,3.4,89,300,1
18320,3.8,94,750,1
18321,3.6,93,300,1
18322,4.0,122,800,1
18323,3.5,118,200,1
18324,3.7,72,450,1
18325,4.0,121,900,1
18326,3.3,46,600,1
18327,2.8,53,300,1
18328,3.8,38,450,1
18329,2.1,479,650,1
18330,3.2,426,600,1
18331,3.8,832,750,1
18332,3.2,270,500,1
18333,3.7,692,750,1
18334,3.6,56,750,1
18335,3.6,46,500,1
18336,2.6,118,1200,0
18337,3.3,218,600,1
18338,3.8,52,350,1
18339,3.5,98,400,1
18340,3.9,669,750,1
18341,2.1,243,400,1
18342,4.0,784,600,1
18343,3.8,434,650,1
18344,4.0,632,800,1
18345,3.4,85,500,1
18346,3.4,71,600,1
18347,2.4,63,500,1
18348,3.4,85,200,1
18349,3.8,70,750,1
18350,3.8,63,200,1
18351,4.0,73,250,1
18352,3.9,36,800,1
18353,3.7,126,600,1
18354,4.2,2189,1500,3
18355,3.7,82,150,1
18356,3.9,236,750,1
18357,4.0,528,150,1
18358,3.7,97,500,1
18359,4.0,44,450,1
18360,3.8,156,400,1
18361,3.7,132,750,1
18362,3.2,521,500,1
18363,4.1,59,300,1
18364,3.9,391,450,1
18365,4.3,522,1000,0
18366,3.6,199,500,1
18367,3.5,1824,850,3
18368,3.2,684,800,1
18369,3.8,69,400,1
18370,3.1,95,500,1
18371,4.5,155,250,1
18372,4.1,124,400,1
18373,3.3,72,600,1
18374,4.7,1542,1700,0
18375,2.9,253,400,1
18376,3.0,384,1000,1
18377,4.1,266,1000,1
18378,4.0,2834,1100,3
18379,3.6,33,500,1
18380,3.7,42,400,1
18381,4.7,7154,1400,2
18382,4.5,971,400,1
18383,3.8,98,200,1
18384,3.7,132,250,1
18385,4.1,193,500,1
18386,4.1,519,500,1
18387,4.0,55,500,1
18388,4.1,287,300,1
18389,4.0,174,350,1
18390,4.2,44,300,1
18391,4.0,105,300,1
18392,3.6,94,700,1
18393,3.7,143,300,1
18394,4.0,111,400,1
18395,4.4,978,600,1
18396,4.1,1143,500,1
18397,4.3,72,400,1
18398,4.2,226,400,1
18399,4.1,124,400,1
18400,4.0,183,550,1
18401,3.8,70,400,1
18402,4.1,99,1100,1
18403,4.6,5894,1400,2
18404,4.3,764,2500,0
18405,4.8,7284,1500,2
18406,4.8,12121,1600,2
18407,4.8,3932,1300,3
18408,4.7,7154,1400,2
18409,4.5,1909,1100,3
18410,4.4,3113,1500,3
18411,4.4,3004,1300,3
18412,4.5,3486,1300,3
18413,4.4,730,1500,0
18414,4.8,4696,1800,3
18415,3.8,1989,650,3
18416,4.4,1184,1200,0
18417,4.5,785,2700,0
18418,4.2,970,800,0
18419,4.2,746,1600,0
18420,4.3,1370,1000,0
18421,4.2,3367,600,3
18422,4.4,619,1000,0
18423,4.6,2906,600,3
18424,4.3,1074,1600,0
18425,4.3,1287,1100,0
18426,4.5,443,900,1
18427,4.5,900,1000,0
18428,4.0,728,800,1
18429,4.0,914,750,1
18430,4.4,1810,800,3
18431,4.2,1459,800,0
18432,4.0,362,1500,0
18433,3.9,866,1500,0
18434,4.1,426,1000,1
18435,3.7,83,600,1
18436,4.5,457,2500,0
18437,4.3,758,1300,0
18438,4.0,395,500,1
18439,3.8,53,1400,0
18440,3.8,1819,800,3
18441,4.2,515,2000,0
18442,3.9,49,1100,1
18443,3.7,494,700,1
18444,4.1,99,1100,1
18445,3.5,1824,850,3
18446,4.2,344,1700,0
18447,3.9,96,650,1
18448,3.9,151,1500,0
18449,3.9,1994,800,3
18450,3.9,228,750,1
18451,3.9,669,750,1
18452,4.0,157,800,1
18453,3.7,88,800,1
18454,3.9,231,800,1
18455,3.9,300,850,1
18456,3.9,36,800,1
18457,3.6,348,1000,1
18458,3.8,585,600,1
18459,3.8,345,800,1
18460,3.8,434,650,1
18461,4.0,213,1300,0
18462,3.9,772,1000,0
18463,2.7,444,900,1
18464,4.0,284,750,1
18465,2.7,602,400,1
18466,4.0,561,900,1
18467,3.7,833,700,1
18468,3.9,90,700,1
18469,4.3,53,4500,0
18470,2.0,259,800,1
18471,3.8,111,600,1
18472,3.9,92,1000,1
18473,3.4,153,800,1
18474,4.0,501,600,1
18475,3.2,684,800,1
18476,4.1,97,400,1
18477,3.8,36,1100,1
18478,3.7,198,650,1
18479,3.7,132,750,1
18480,3.1,142,450,1
18481,3.8,759,500,1
18482,2.8,67,300,1
18483,3.0,459,500,1
18484,4.2,176,1000,1
18485,3.8,94,750,1
18486,2.9,27,1200,1
18487,3.1,217,650,1
18488,3.6,87,650,1
18489,3.6,94,700,1
18490,3.7,231,500,1
18491,3.6,46,500,1
18492,4.1,85,400,1
18493,3.9,63,1000,1
18494,4.0,136,1000,1
18495,3.9,671,450,1
18496,3.6,56,750,1
18497,3.9,125,2500,0
18498,3.7,126,600,1
18499,3.3,46,600,1
18500,3.8,60,800,1
18501,3.9,56,800,1
18502,2.6,62,1000,1
18503,3.8,69,400,1
18504,2.7,135,550,1
18505,3.8,690,1000,0
18506,2.6,118,1200,0
18507,3.5,254,500,1
18508,3.6,28,600,1
18509,2.3,203,400,1
18510,2.1,479,650,1
18511,3.8,384,800,1
18512,3.7,61,700,1
18513,2.8,148,750,1
18514,2.4,58,600,1
18515,2.6,346,700,1
18516,3.3,71,250,1
18517,3.2,155,600,1
18518,3.0,384,1000,1
18519,3.5,180,800,1
18520,2.4,135,600,1
18521,4.1,685,200,1
18522,4.1,671,450,1
18523,4.0,528,150,1
18524,3.9,262,400,1
18525,3.9,536,450,1
18526,4.2,337,200,1
18527,3.8,232,300,1
18528,4.2,220,300,1
18529,4.0,73,250,1
18530,4.0,97,400,1
18531,3.4,115,300,1
18532,3.7,97,500,1
18533,3.6,66,600,1
18534,3.7,114,400,1
18535,3.6,104,350,1
18536,3.8,295,350,1
18537,3.6,131,600,1
18538,3.8,370,350,1
18539,4.1,461,400,1
18540,3.8,374,300,1
18541,3.9,81,250,1
18542,3.4,422,400,1
18543,3.8,49,300,1
18544,3.9,632,300,1
18545,4.1,123,200,1
18546,3.8,633,500,1
18547,4.0,173,400,1
18548,3.3,184,350,1
18549,3.5,98,400,1
18550,2.9,69,200,1
18551,3.6,255,200,1
18552,4.1,48,250,1
18553,3.8,35,150,1
18554,3.8,156,400,1
18555,3.5,100,450,1
18556,3.3,228,250,1
18557,4.1,59,300,1
18558,3.6,92,700,1
18559,3.8,54,400,1
18560,2.1,243,400,1
18561,3.2,521,500,1
18562,4.5,157,300,1
18563,3.6,82,400,1
18564,3.6,63,150,1
18565,3.6,199,500,1
18566,3.4,313,300,1
18567,2.1,342,500,1
18568,3.5,47,300,1
18569,3.6,26,250,1
18570,3.7,63,200,1
18571,4.1,50,200,1
18572,2.8,110,600,1
18573,3.1,95,500,1
18574,3.8,78,350,1
18575,3.8,38,450,1
18576,3.5,45,400,1
18577,3.6,543,400,1
18578,2.8,53,300,1
18579,2.6,159,300,1
18580,3.7,210,600,1
18581,3.2,220,450,1
18582,4.4,1788,1200,3
18583,4.1,266,1000,1
18584,4.2,841,700,1
18585,4.2,373,600,1
18586,4.1,825,300,1
18587,2.8,1878,750,3
18588,3.2,271,1500,0
18589,4.0,137,600,1
18590,4.1,341,600,1
18591,4.2,116,800,1
18592,3.9,115,800,1
18593,4.0,511,800,1
18594,4.0,472,700,1
18595,3.9,236,750,1
18596,3.8,832,750,1
18597,4.0,122,800,1
18598,4.1,1143,500,1
18599,4.1,221,250,1
18600,3.2,50,300,1
18601,3.4,232,550,1
18602,3.4,250,400,1
18603,3.7,128,600,1
18604,3.8,210,500,1
18605,3.2,270,500,1
18606,3.3,802,400,1
18607,3.8,314,400,1
18608,3.8,170,500,1
18609,3.2,503,500,1
18610,3.5,69,850,1
18611,3.9,198,300,1
18612,4.0,784,600,1
18613,3.5,107,500,1
18614,4.0,80,500,1
18615,3.0,148,600,1
18616,4.0,121,900,1
18617,3.2,426,600,1
18618,2.6,142,400,1
18619,3.1,159,450,1
18620,3.6,83,350,1
18621,3.8,79,400,1
18622,4.0,44,450,1
18623,2.8,161,1200,0
18624,3.6,194,250,1
18625,3.7,692,750,1
18626,3.3,218,600,1
18627,4.0,112,150,1
18628,3.7,205,350,1
18629,3.0,401,500,1
18630,3.4,85,500,1
18631,3.2,115,500,1
18632,3.6,92,350,1
18633,3.6,98,450,1
18634,4.0,183,550,1
18635,3.9,92,350,1
18636,2.8,70,650,1
18637,3.4,89,300,1
18638,2.4,229,450,1
18639,2.9,51,600,1
18640,3.6,198,500,1
18641,3.7,82,150,1
18642,3.8,54,500,1
18643,3.6,106,250,1
18644,3.6,93,300,1
18645,3.5,377,750,1
18646,3.7,49,300,1
18647,2.9,115,800,1
18648,4.1,707,600,1
18649,4.6,5913,1400,2
18650,4.8,4705,1800,3
18651,4.3,53,4500,0
18652,4.5,1914,1100,3
18653,4.4,3115,1500,3
18654,4.4,3003,1300,3
18655,4.4,747,1500,0
18656,4.4,1192,1200,0
18657,4.2,746,1600,0
18658,4.4,623,1000,0
18659,4.0,872,1500,0
18660,4.3,760,1300,0
18661,3.9,49,1100,1
18662,2.9,27,1200,1
18663,3.9,125,2500,0
18664,2.6,62,1000,1
18665,2.6,118,1200,0
18666,4.4,1798,1200,3
18667,3.3,272,1500,0
18668,4.2,4750,1500,3
18669,4.3,3152,1500,3
18670,4.4,2136,2200,3
18671,3.9,1939,2100,3
18672,4.6,988,3000,0
18673,4.3,698,3000,0
18674,3.9,53,1500,0
18675,3.8,200,1600,0
18676,4.1,274,3000,0
18677,3.0,108,800,1
18678,4.5,2216,1800,3
18679,4.4,1132,1200,0
18680,4.3,165,2800,0
18681,4.5,1429,1700,0
18682,4.3,772,1400,0
18683,4.4,1082,1600,0
18684,4.3,465,1500,0
18685,4.3,688,2500,0
18686,4.0,3256,750,3
18687,4.1,1014,500,1
18688,4.2,337,1000,1
18689,4.0,57,1500,0
18690,4.3,620,3400,0
18691,4.0,53,2000,0
18692,4.3,330,1200,0
18693,4.0,930,800,1
18694,4.0,167,1700,0
18695,4.3,1053,1600,0
18696,3.9,312,2000,0
18697,4.0,190,1300,0
18698,3.9,183,2200,0
18699,3.8,203,1200,0
18700,4.1,118,1000,1
18701,3.1,122,1200,0
18702,2.8,132,650,1
18703,3.9,90,1400,0
18704,4.0,103,1900,0
18705,3.7,145,1000,1
18706,3.9,105,1000,1
18707,3.8,67,500,1
18708,3.8,52,1200,0
18709,2.3,116,650,1
18710,4.1,327,1300,0
18711,4.2,476,1700,0
18712,4.2,570,1200,0
18713,3.8,160,1300,0
18714,2.8,254,1000,1
18715,3.9,158,1100,1
18716,4.3,969,750,1
18717,4.2,2729,1200,3
18718,4.4,723,1700,0
18719,4.1,568,2500,0
18720,4.0,1463,450,1
18721,4.1,119,500,1
18722,3.9,317,800,1
18723,3.8,262,700,1
18724,4.6,2293,1100,3
18725,4.2,2854,800,3
18726,4.5,3596,900,3
18727,4.1,1737,1000,3
18728,4.4,2650,600,3
18729,4.4,1109,600,1
18730,4.2,3574,650,3
18731,4.3,526,1400,0
18732,4.3,166,750,1
18733,4.3,578,700,1
18734,4.3,73,400,1
18735,4.3,795,900,0
18736,4.1,118,700,1
18737,4.1,486,700,1
18738,3.9,464,800,1
18739,4.1,55,750,1
18740,3.7,66,800,1
18741,4.2,619,500,1
18742,4.2,116,1000,1
18743,3.8,95,1000,1
18744,3.9,88,400,1
18745,3.8,74,650,1
18746,4.0,104,1200,0
18747,3.7,70,500,1
18748,4.2,383,500,1
18749,3.6,124,600,1
18750,3.8,38,400,1
18751,3.7,145,1000,1
18752,3.9,74,500,1
18753,3.8,99,600,1
18754,3.6,104,800,1
18755,3.6,46,350,1
18756,4.7,4839,1300,3
18757,4.0,33,1100,1
18758,4.3,658,750,1
18759,4.3,865,1000,0
18760,4.3,1135,800,0
18761,3.7,97,650,1
18762,3.3,90,500,1
18763,2.9,45,600,1
18764,4.2,570,1200,0
18765,3.9,307,300,1
18766,4.5,131,200,1
18767,4.2,288,500,1
18768,3.6,383,450,1
18769,4.3,95,400,1
18770,4.0,1400,600,1
18771,4.1,790,800,1
18772,4.0,492,300,1
18773,4.3,294,500,1
18774,4.2,781,300,1
18775,3.9,114,650,1
18776,3.9,58,600,1
18777,3.4,86,200,1
18778,3.8,62,400,1
18779,4.0,1074,400,1
18780,3.4,357,350,1
18781,4.1,1876,750,3
18782,4.3,895,500,1
18783,3.9,100,800,1
18784,3.3,262,500,1
18785,3.8,93,300,1
18786,4.2,1772,800,3
18787,4.1,3261,800,3
18788,4.4,705,1000,0
18789,3.9,109,500,1
18790,3.3,76,750,1
18791,2.7,66,400,1
18792,4.0,1086,550,1
18793,3.4,81,400,1
18794,3.8,235,750,1
18795,4.1,753,950,0
18796,3.6,211,400,1
18797,4.1,393,600,1
18798,4.4,637,400,1
18799,4.1,1453,800,0
18800,3.9,114,150,1
18801,4.4,3423,1500,3
18802,4.0,629,450,1
18803,4.2,61,200,1
18804,4.1,207,250,1
18805,3.7,77,300,1
18806,4.4,2907,750,3
18807,3.7,89,400,1
18808,4.1,535,800,1
18809,4.3,179,250,1
18810,4.0,160,700,1
18811,3.9,44,150,1
18812,3.9,241,800,1
18813,4.3,151,650,1
18814,3.2,60,400,1
18815,4.3,442,1200,0
18816,3.7,43,900,1
18817,4.3,1230,1200,0
18818,3.6,48,300,1
18819,4.2,985,1100,0
18820,4.0,63,400,1
18821,4.2,383,500,1
18822,3.9,193,600,1
18823,4.3,772,1400,0
18824,4.1,1857,650,3
18825,4.6,1726,900,3
18826,4.9,1750,400,3
18827,4.5,3709,1300,3
18828,2.9,75,500,1
18829,4.2,452,700,1
18830,3.8,196,800,1
18831,4.1,261,300,1
18832,4.0,268,800,1
18833,4.2,253,800,1
18834,4.0,177,750,1
18835,4.2,4750,1500,3
18836,4.0,571,400,1
18837,3.6,54,700,1
18838,4.0,528,350,1
18839,3.8,265,850,1
18840,4.6,2518,1600,3
18841,3.9,63,500,1
18842,4.0,789,400,1
18843,4.1,198,650,1
18844,4.2,176,800,1
18845,4.5,1429,1700,0
18846,3.9,107,500,1
18847,4.2,2729,1200,3
18848,4.7,4839,1300,3
18849,2.8,110,500,1
18850,3.9,311,500,1
18851,3.9,854,700,1
18852,3.9,88,400,1
18853,3.9,55,350,1
18854,4.3,428,400,1
18855,4.3,5344,600,3
18856,4.2,408,1600,0
18857,3.9,260,650,1
18858,4.3,578,700,1
18859,3.9,203,400,1
18860,4.4,2697,550,3
18861,4.0,29,500,1
18862,3.5,61,300,1
18863,3.1,113,1000,1
18864,4.3,2052,1500,3
18865,4.0,90,650,1
18866,4.5,1642,1300,0
18867,3.9,448,600,1
18868,4.4,1132,1200,0
18869,4.1,398,600,1
18870,4.1,631,1100,0
18871,3.7,70,500,1
18872,4.2,232,1500,0
18873,3.6,125,400,1
18874,4.0,76,700,1
18875,4.0,560,900,1
18876,4.2,122,400,1
18877,2.9,331,600,1
18878,4.1,1156,500,1
18879,3.9,121,400,1
18880,3.7,271,500,1
18881,3.9,87,500,1
18882,3.9,1849,800,3
18883,2.8,97,600,1
18884,4.4,2578,1600,3
18885,3.8,62,400,1
18886,3.7,131,250,1
18887,4.4,2241,3000,3
18888,3.1,165,350,1
18889,3.9,113,250,1
18890,4.0,74,250,1
18891,4.4,723,1700,0
18892,3.7,72,900,1
18893,4.0,74,350,1
18894,4.3,194,400,1
18895,2.7,290,600,1
18896,3.8,61,300,1
18897,4.0,48,200,1
18898,3.9,196,800,1
18899,3.1,147,200,1
18900,4.0,290,300,1
18901,3.4,334,550,1
18902,4.0,71,750,1
18903,4.1,461,600,1
18904,3.9,87,450,1
18905,4.2,1215,600,1
18906,3.8,86,100,1
18907,4.1,79,350,1
18908,3.9,120,600,1
18909,4.3,509,1300,0
18910,4.2,132,180,1
18911,4.2,476,1700,0
18912,2.8,303,500,1
18913,3.9,1373,2100,0
18914,3.9,256,700,1
18915,3.4,48,300,1
18916,3.9,149,500,1
18917,4.3,911,2000,0
18918,3.8,75,1000,1
18919,4.2,138,1500,0
18920,3.8,111,300,1
18921,3.9,61,150,1
18922,4.1,338,800,1
18923,4.3,7573,1500,2
18924,4.0,1025,700,1
18925,4.1,403,750,1
18926,3.9,456,400,1
18927,4.0,1104,1300,0
18928,2.9,40,600,1
18929,3.0,568,400,1
18930,4.2,2934,1000,3
18931,4.3,1383,700,0
18932,4.0,106,500,1
18933,4.2,2854,800,3
18934,4.3,1721,1300,3
18935,3.8,724,500,1
18936,3.9,156,450,1
18937,3.9,206,500,1
18938,4.2,1770,750,3
18939,4.1,257,500,1
18940,4.2,577,400,1
18941,3.9,96,1300,0
18942,3.9,147,600,1
18943,3.9,450,700,1
18944,3.1,54,500,1
18945,3.5,129,700,1
18946,4.3,658,750,1
18947,4.0,242,500,1
18948,4.2,984,1000,0
18949,4.0,860,1200,0
18950,3.6,118,500,1
18951,3.9,1939,2100,3
18952,4.0,122,1000,1
18953,3.7,185,500,1
18954,4.4,498,1900,0
18955,3.9,125,400,1
18956,3.9,148,450,1
18957,4.2,631,300,1
18958,4.1,864,1400,0
18959,4.1,47,300,1
18960,3.0,112,600,1
18961,4.1,2169,2000,3
18962,3.8,210,400,1
18963,4.2,865,1000,0
18964,4.0,785,650,1
18965,3.9,227,950,1
18966,4.3,1328,1000,0
18967,4.0,79,500,1
18968,3.9,84,300,1
18969,4.2,2291,1400,3
18970,4.0,930,800,1
18971,4.1,771,1200,0
18972,3.7,46,1000,1
18973,4.0,114,1000,1
18974,4.1,110,150,1
18975,4.1,486,700,1
18976,4.3,397,700,1
18977,4.1,118,700,1
18978,4.2,744,750,1
18979,3.7,83,500,1
18980,4.4,1853,1500,3
18981,4.2,233,300,1
18982,4.1,147,700,1
18983,4.3,79,700,1
18984,3.7,66,800,1
18985,4.1,124,450,1
18986,4.2,354,1200,0
18987,4.5,873,1800,0
18988,3.8,111,500,1
18989,4.3,329,800,1
18990,3.8,32,200,1
18991,4.0,56,1500,0
18992,3.1,74,500,1
18993,3.9,54,200,1
18994,3.9,134,700,1
18995,4.2,443,700,1
18996,2.8,55,400,1
18997,4.2,401,500,1
18998,3.4,63,400,1
18999,4.0,1466,450,1
19000,4.0,938,1000,0
19001,4.0,871,400,1
19002,4.2,859,1400,0
19003,3.9,215,800,1
19004,3.5,98,600,1
19005,4.4,231,700,1
19006,2.9,50,350,1
19007,4.1,1134,1500,0
19008,4.3,3152,1500,3
19009,3.7,81,200,1
19010,3.7,93,500,1
19011,4.4,69,300,1
19012,4.1,291,600,1
19013,3.8,38,400,1
19014,3.7,160,700,1
19015,3.8,59,300,1
19016,4.3,860,1800,0
19017,3.7,32,800,1
19018,3.8,91,1800,0
19019,4.1,302,1000,1
19020,3.7,281,800,1
19021,4.0,1218,2000,0
19022,3.8,203,1200,0
19023,4.2,34,300,1
19024,2.7,77,500,1
19025,3.8,103,300,1
19026,3.6,52,600,1
19027,3.7,59,1200,0
19028,2.2,409,1000,1
19029,3.8,262,700,1
19030,3.9,56,400,1
19031,3.9,65,250,1
19032,3.8,67,200,1
19033,4.0,68,250,1
19034,3.9,376,200,1
19035,4.5,1250,1700,0
19036,4.1,161,300,1
19037,4.3,695,1000,0
19038,4.1,253,350,1
19039,4.0,141,400,1
19040,3.7,97,650,1
19041,3.7,156,300,1
19042,3.8,81,800,1
19043,4.0,457,1000,1
19044,3.9,464,800,1
19045,4.3,969,750,1
19046,4.4,232,2000,0
19047,4.3,3496,1700,3
19048,4.0,380,850,1
19049,4.4,722,1000,0
19050,4.4,219,850,1
19051,3.8,74,650,1
19052,2.1,253,500,1
19053,3.6,124,600,1
19054,3.8,110,400,1
19055,3.8,299,1200,0
19056,3.0,108,800,1
19057,3.4,10,350,1
19058,3.4,27,300,1
19059,4.0,241,1500,0
19060,3.9,435,550,1
19061,4.3,787,300,1
19062,3.8,364,700,1
19063,4.1,161,300,1
19064,4.0,38,700,1
19065,4.2,93,300,1
19066,4.2,1918,800,3
19067,3.7,50,750,1
19068,4.1,118,1000,1
19069,4.1,54,550,1
19070,4.0,2431,2000,3
19071,3.8,263,700,1
19072,2.6,91,300,1
19073,4.3,74,400,1
19074,3.6,104,800,1
19075,4.0,102,550,1
19076,2.5,301,250,1
19077,3.8,99,600,1
19078,2.8,142,300,1
19079,4.2,1351,1700,0
19080,3.6,79,500,1
19081,4.4,2054,1200,3
19082,4.3,2716,1300,3
19083,3.7,110,700,1
19084,4.0,190,1300,0
19085,4.1,102,1000,1
19086,4.1,1545,1200,0
19087,3.9,235,1000,1
19088,3.8,110,1400,0
19089,4.3,1792,800,3
19090,4.3,1363,700,0
19091,4.1,1341,2100,0
19092,4.2,515,800,1
19093,4.5,3595,900,3
19094,4.3,1191,550,1
19095,4.4,1915,400,3
19096,4.3,166,750,1
19097,4.1,364,400,1
19098,4.1,683,500,1
19099,4.3,795,900,0
19100,3.9,86,500,1
19101,4.1,801,800,1
19102,4.3,184,500,1
19103,4.3,544,800,1
19104,3.9,175,600,1
19105,4.3,1135,800,0
19106,4.0,101,150,1
19107,4.1,55,750,1
19108,3.9,157,600,1
19109,3.9,58,1200,0
19110,3.8,160,1300,0
19111,3.6,196,600,1
19112,4.2,619,500,1
19113,3.8,263,650,1
19114,3.3,90,500,1
19115,3.9,49,400,1
19116,3.7,96,500,1
19117,3.7,62,200,1
19118,3.9,135,800,1
19119,2.7,231,350,1
19120,3.7,145,1000,1
19121,3.9,122,500,1
19122,3.9,158,1100,1
19123,4.0,209,500,1
19124,2.7,54,500,1
19125,4.2,222,200,1
19126,3.9,42,500,1
19127,4.1,399,300,1
19128,3.4,8,450,1
19129,3.8,41,100,1
19130,4.1,121,600,1
19131,3.7,68,500,1
19132,3.8,200,1600,0
19133,3.5,140,600,1
19134,4.3,1054,1600,0
19135,4.0,1466,450,1
19136,4.1,119,500,1
19137,4.0,79,800,1
19138,4.0,66,900,1
19139,3.4,27,300,1
19140,4.2,2855,800,3
19141,4.3,485,2000,0
19142,4.1,1739,1000,3
19143,4.4,1109,600,1
19144,4.0,1087,550,1
19145,4.4,1915,400,3
19146,4.5,236,1250,0
19147,4.9,1750,400,3
19148,4.3,526,1400,0
19149,4.3,580,700,1
19150,3.4,225,300,1
19151,4.1,47,300,1
19152,4.1,118,700,1
19153,4.3,184,500,1
19154,4.4,69,300,1
19155,4.5,291,400,1
19156,4.1,126,2000,0
19157,4.1,302,1000,1
19158,4.2,443,700,1
19159,4.0,104,400,1
19160,4.5,222,450,1
19161,3.6,53,300,1
19162,4.1,79,350,1
19163,4.2,122,400,1
19164,4.2,233,300,1
19165,4.0,186,400,1
19166,3.9,88,400,1
19167,3.9,65,250,1
19168,3.9,148,450,1
19169,3.9,91,400,1
19170,3.8,59,300,1
19171,4.0,100,150,1
19172,4.0,68,250,1
19173,3.9,67,200,1
19174,4.2,132,180,1
19175,3.9,104,400,1
19176,3.9,75,150,1
19177,2.9,48,400,1
19178,4.2,222,200,1
19179,4.0,47,300,1
19180,4.0,94,300,1
19181,4.0,49,500,1
19182,3.7,78,350,1
19183,3.9,50,600,1
19184,4.7,4840,1300,3
19185,4.2,515,800,1
19186,4.1,215,200,1
19187,4.0,35,1100,1
19188,4.3,657,750,1
19189,4.1,683,500,1
19190,3.9,1374,2100,0
19191,4.5,873,1800,0
19192,4.3,3152,1500,3
19193,4.4,4611,1700,3
19194,4.6,2369,2800,3
19195,3.9,1940,2100,3
19196,4.6,988,3000,0
19197,4.2,2733,1200,3
19198,4.2,1461,1500,0
19199,4.3,2051,1500,3
19200,4.4,725,1700,0
19201,3.9,376,200,1
19202,4.5,308,1500,0
19203,4.2,225,1000,1
19204,4.3,698,3000,0
19205,3.9,53,1500,0
19206,4.1,568,2500,0
19207,4.4,195,2000,0
19208,4.2,549,1500,0
19209,4.1,268,600,1
19210,4.4,232,2000,0
19211,4.3,454,3000,0
19212,4.0,114,1000,1
19213,4.1,613,2800,0
19214,3.8,623,3000,0
19215,4.1,338,1800,0
19216,4.1,119,500,1
19217,2.6,408,1000,1
19218,3.8,200,1600,0
19219,4.1,274,3000,0
19220,4.0,195,3000,0
19221,4.1,116,3000,0
19222,4.1,171,2500,0
19223,3.9,317,800,1
19224,3.0,108,800,1
19225,4.2,261,1500,0
19226,3.6,37,750,1
19227,3.4,10,350,1
19228,3.8,262,700,1
19229,3.8,84,2500,0
19230,3.7,82,2500,0
19231,2.2,409,1000,1
19232,4.4,231,700,1
19233,4.0,1466,450,1
19234,2.7,77,500,1
19235,3.9,121,400,1
19236,3.9,119,500,1
19237,3.9,76,200,1
19238,3.8,86,250,1
19239,4.5,2216,1800,3
19240,4.2,4752,1500,3
19241,4.6,4021,1500,3
19242,4.2,3133,2500,3
19243,4.5,8413,2000,2
19244,4.4,888,3000,0
19245,4.4,2136,2200,3
19246,4.4,2242,3000,3
19247,4.3,1792,800,3
19248,4.3,1363,700,0
19249,4.6,2293,1100,3
19250,4.5,1602,1500,0
19251,4.4,371,1500,0
19252,4.1,2169,2000,3
19253,4.4,2428,1500,3
19254,4.5,5284,2500,3
19255,4.5,681,3500,0
